Gene,EntrezID,7_C,8_C,9_C,10_C,11_C,12_C,13_C,14_C,15_C,16_I,17_I,18_I,19_I,20_I,21_I,22_I,23_M,24_M,25_M,26_M,27_M,28_M,29_M,30_M,31_S,32_S,33_S,34_S,35_S,36_S,37_S
PCLO,27445,6.042722333,6.388034667,6.480006333,6.260675667,5.730170333,5.981695,6.357276333,5.832723,5.940221,5.886336333,5.514006667,6.354384333,6.009087,5.711217333,5.692836667,6.119353667,5.981606,6.017039,5.795745,6.169091,5.970583,5.698856333,5.761875667,5.160106333,5.831930333,5.978379667,5.467959333,6.446866,5.237805,5.515141667,5.972906667
PCM1,5108,7.0415314,6.9453206,7.0122952,6.9391038,7.1351064,7.1972438,7.0503466,7.1877054,7.0944178,7.0688894,6.7803506,6.9342786,7.1581156,7.219897,7.2179548,6.9452162,7.2184528,7.104548,7.1988866,6.9504624,7.1845666,7.1576412,7.3469794,7.1769,7.1529306,7.2554788,7.1898836,6.8953998,7.1817462,6.9952336,7.0518154
PCMT1,5110,8.139014,9.032472333,8.132221667,8.939512667,7.453667333,8.177382333,9.050256333,7.442857667,7.51408,7.393491,6.420768667,8.871044667,8.513408333,8.270282667,8.181407333,7.829132,6.945223667,7.980508333,7.429019,7.982683333,7.973085333,8.249975,7.669181667,7.767403667,7.281144333,8.458570667,6.170735667,7.621557667,6.984064333,6.829097333,8.920245
PCMTD2,55251,7.977013,8.240455,7.592046,8.376944,7.494103,8.046623,8.142299,8.235044,7.945763,7.955866,6.05377,7.601547,8.177968,8.177929,8.39196,7.689184,7.278244,7.770028,7.729616,7.827494,8.14698,8.80087,8.685845,8.211168,7.827236,8.355802,6.26201,7.414158,7.818103,7.420317,8.031872
PCNA,5111,6.959722856,7.090493388,6.963480054,7.400061858,7.257070405,7.194602666,7.162449116,7.283133278,6.769256666,7.380927813,5.935510423,6.725699632,7.445253854,7.83342063,6.981988665,7.019456913,6.841286543,7.043424807,6.53849803,6.707879837,6.925920526,7.672036207,7.238064048,7.52755787,6.814982838,7.257389497,5.398432193,6.717410289,6.256672352,6.438310334,7.50533497
PCNP,57092,8.402828,8.562293,8.562293,9.165623,8.474548,8.778539,8.781778,8.384162,8.368764,8.44752,7.224541,8.904686,9.00341,8.630748,8.883497,8.572883,8.066395,8.473364,8.405149,8.665707,8.747895,9.328028,8.872247,8.821067,7.862983,8.829148,7.801903,7.848007,8.314971,8.047352,9.341398
PCNT,5116,8.296349,8.542086,8.492095,8.872258,8.572417,8.51747,8.609854,8.509694,8.348931,8.941007,7.7793,8.412077,8.200756,8.440612,8.039318,8.808748,8.338747,8.549261,8.448911,8.903537,8.115068,8.042489,8.261521,8.211923,8.38795,8.074004,8.067827,8.398215,8.371404,8.38795,7.875947
PCNX1,22990,5.306005,5.04652,5.27953,5.466139,5.402509,5.19742,5.21461,5.229351,5.070571333,5.239666333,5.48417,5.359813667,5.293411,5.137574667,5.325695333,5.289365,5.346010667,5.252592667,5.281261667,5.285109,5.202257667,5.060299667,5.404504333,5.243449333,5.302495,5.233400333,5.408688,5.298034,5.429802333,5.304339333,5.243416
PCNX2,80003,6.5236365,6.51517,6.8122775,6.4430515,6.5982405,6.373483,6.42744,6.373885,6.45853,6.400979,6.83326,6.5019205,6.4466105,6.3006655,6.404658,6.578013,6.857904,6.650066,6.637943,6.548871,6.5292675,6.232177,6.362495,6.450166,6.493752,6.093574,6.815066,6.6723785,6.5497495,6.6984035,6.3490635
PCNX4,64430,4.724355,4.767994333,4.714828333,4.767119667,4.80318,4.751413,4.807676667,4.689801333,4.850685667,4.806872333,4.775756,4.74033,4.894212667,4.668941333,4.829032667,4.730728,4.759450667,4.726394333,4.658931333,4.68507,4.824589667,5.074433,4.896722667,4.840703333,4.770391333,4.757142667,4.662994,4.715782667,4.700584,4.914704333,4.780773
PCOLCE,5118,6.786118,6.67505,6.292828,6.629262,6.943323,6.497081,6.562706,6.949627,6.715058,7.17024,7.084176,6.608987,6.699584,6.740475,6.678765,7.020605,7.147788,6.719196,6.731875,6.881165,6.8272,6.773136,6.516322,6.888583,6.89728,6.854342,7.073808,6.882951,7.02115,6.862139,6.498645
PCOLCE2,26577,3.923303,3.569988,3.895939,3.765953,3.600117,3.44949,3.374932,3.654236,3.49113,3.705157,3.861638,3.679999,3.641578,3.663446,3.638283,3.490728,3.600296,3.582249,3.699485,3.607482,3.814635,3.565703,3.494962,3.571204,3.50251,3.507257,3.868126,3.75936,3.499517,3.629101,3.646092
PCOTH,542767,6.160866,6.273398,6.433554,5.840147,6.209062,6.273398,6.205385,6.421718,6.416977,6.493122,6.726302,6.159273,5.991201,6.241807,6.254351,6.397926,6.513894,6.269688,6.10386,6.113023,5.855936,6.053217,6.137401,6.289386,6.423009,5.99385,6.670986,6.514036,6.504165,6.443983,5.966575
PCP4,5121,8.461656,10.27672,8.247216,9.104016,7.83101,9.856273,9.941053,8.508857,8.894096,8.773352,7.325782,8.549298,8.091969,8.791151,7.489914,10.45402,8.833208,9.674931,8.481911,9.745312,8.425642,9.194421,9.046342,8.206963,8.347117,8.06872,6.840978,8.83497,7.207927,8.12899,7.858901
PCSK1,5122,5.347814,8.364542,6.272955,8.055409,5.344759,6.371481,7.510752,5.651359,5.702029,7.004266,5.461569,6.536299,5.162942,5.943843,5.483346,8.070735,5.611889,6.990031,5.487469,7.516498,5.511825,5.969274,5.635946,5.268069,5.483435,5.169445,5.315683,5.309165,4.968219,5.513014,5.598102
PCSK1N,27344,9.704648,10.80209,11.08854,10.35303,9.527187,9.751515,9.873468,8.849045,9.259999,10.08653,8.762027,10.31715,9.395686,9.102312,8.973661,9.486592,9.412999,10.11036,9.774684,9.902683,9.403881,9.801708,9.24906,8.82485,10.04241,9.907108,8.235783,11.03093,8.503128,9.62206,9.734875
PCSK2,5126,7.6250505,8.4497545,9.0693355,8.9475455,7.7271695,7.806935,8.7473075,7.4045295,7.4911055,7.7059405,7.0110405,9.053463,7.7483105,7.3103305,7.5310535,8.8265105,7.2969055,8.1878015,7.764172,8.7152905,7.9326125,7.5546775,7.4743765,6.383045,7.0849745,6.845251,6.9553485,7.583943,6.6466045,6.9886145,7.3383415
PCSK5,5125,4.246048333,4.337527,4.36159,4.222658333,4.393164667,4.436124667,4.240145,4.233479667,4.387430333,4.388054667,4.418270333,4.387994,4.179928333,4.167826,4.273677667,4.538504,4.572939667,4.470188,4.736621,4.355237,4.571785,4.769301667,4.253866333,4.251013667,4.225344333,4.734701,4.600112,4.374400333,4.472213333,4.369700667,4.193275
PCSK6,5046,6.4085465,6.239045,5.979527,5.941477,6.40948525,6.41115275,6.04617275,6.51552425,6.442191,6.39240075,6.38658,5.89585875,6.3935815,6.75347475,6.32925825,6.34760375,6.43861175,6.29835325,6.4268945,6.08894075,6.12746425,6.37440925,6.63678625,6.65453,6.545945,6.243815,6.47862275,6.22960675,6.5333825,6.4787985,6.534815
PCSK7,9159,7.655484,7.20857,7.507787,7.406068,7.748241,7.538253,7.498852,7.453648,7.604035,7.572731,7.576779,7.306498,7.237969,7.556197,7.401453,7.616224,7.934328,7.603574,7.570676,7.673345,7.495343,7.382968,7.471639,7.614657,7.440608,7.568195,7.691128,7.444865,7.761282,7.514213,7.471907
PCTP,58488,5.626874,5.858215,5.732645,6.000053,6.019041,5.859064,5.853498,6.168456,5.848119,5.867544,5.859064,5.802928,5.883066,5.713668,5.500117,5.905892,5.742596,5.851128,6.054921,5.902193,5.821814,5.840522,5.78253,5.684681,6.128428,5.97682,5.859064,5.390099,5.960701,5.798191,5.836728
PCYOX1,51449,4.105518,3.818556,3.903507,4.148575,3.867162,4.013251,4.112392,4.060714,3.910086,3.816526,3.94055,4.278107,4.363084,4.080212,3.984359,4.072255,3.814157,3.913956,3.880125,4.019073,3.902981,4.101036,3.853937,3.943426,3.773444,3.97298,3.984359,4.077184,3.72024,3.863181,4.232535
PCYOX1L,78991,7.558287,8.190424,8.056423,8.37437,7.492742,7.773197,8.306582,7.341689,7.960454,7.773197,7.911274,8.057511,7.940013,7.75348,7.641702,7.836738,8.227978,8.09898,7.454964,8.232744,7.516894,7.634781,7.370059,7.148165,7.517888,6.944819,7.60666,7.586564,7.613939,7.778531,8.032539
PCYT1A,5130,5.740784,5.50894,5.3545165,5.32264,5.526263,5.531197,5.587669,5.6477415,5.600989,5.5097775,5.824317,5.5056735,5.47848,5.504319,5.6200835,5.5647995,5.6077325,5.513757,5.4635795,5.533476,5.5533825,5.52317,5.50532,5.56553,5.666613,5.492008,5.776793,5.5562905,5.7758865,5.7024675,5.607447
PCYT1B,9468,4.8559505,4.7776045,4.9571825,4.800934,4.7832065,4.789448,4.8274545,4.859208,4.9195785,4.8817365,5.370137,4.786698,4.799564,4.812066,4.8295605,4.8301375,4.9590185,4.8894695,4.9750945,4.746653,4.923504,4.8802555,4.8208265,5.045251,4.8391545,4.76295,5.133425,4.930635,4.9291105,5.0426205,4.7703855
PCYT2,5833,6.7619,6.892999,7.128426,7.102267,7.168442,6.913974,7.040946,6.67418,6.859919,6.276814,7.083927,7.06374,6.713332,7.32563,7.015466,6.90487,7.147069,7.107222,7.203604,7.152718,6.99607,6.744585,7.013169,6.812129,6.763416,6.679903,7.444369,6.714814,7.124586,6.940793,6.886008
PDAP1,11333,5.1230895,5.1387205,4.8296125,5.208163,5.0056995,5.237752,5.1266315,4.9720345,5.0895575,5.003966,5.2615305,5.242047,5.0207035,5.174808,5.19351,5.0517125,5.1178665,5.196036,5.0105045,5.111586,5.102616,5.287105,5.2858775,5.3541955,5.011748,5.2026865,5.298777,4.823113,5.2189405,5.230087,5.121626
PDC,5132,3.585414,3.68082,3.787507,3.47421,3.636418,3.593288,3.701092,3.797813,3.78875,3.876465,3.742131,3.717685,3.756333,3.720257,3.437755,3.881185,3.728634,3.696346,3.697237,3.602143,3.647801,3.484893,3.502107,3.54499,3.696346,3.585303,3.730259,3.940728,3.80679,3.71354,3.635178
PDCD1,5133,6.835099,6.424185,6.67183,6.483214,6.698092,6.685258,6.577856,6.582339,7.037604,6.742572,7.816444,6.538655,6.660056,6.646529,6.709878,6.848388,6.780691,6.64441,6.743392,6.688792,6.822206,6.416112,6.85214,6.817396,6.905616,6.427741,7.124158,7.131625,6.88581,6.844747,6.360894
PDCD10,11235,8.552405,8.727894,8.040443,8.522905,7.946454,8.399663,8.696305,8.0425,7.934913,7.894726,7.295732,8.445441,8.446417,8.642637,7.846402,8.104687,7.529776,8.092548,7.813076,8.089338,8.288797,8.981959,8.439879,8.206856,7.593068,8.532092,6.90085,7.780883,7.630353,7.854236,8.656283
PDCD11,22984,6.1993765,6.056583,6.186062,6.082397,6.198416,6.130374,6.0773305,5.9384005,6.222773,6.043974,6.4054995,6.071122,5.854581,5.8869215,6.267895,6.167025,6.1684385,6.244939,6.4288625,6.345268,6.1178435,6.1438885,6.397607,6.300418,6.1903025,6.2440215,6.6386995,6.016207,6.235431,6.133462,6.1057815
PDCD1LG2,80380,4.782867,4.661129,4.683135,4.559271,4.70051,4.779167,4.696946,4.908607,4.872471,4.736777,4.866395,4.692282,4.748551,4.599929,4.734484,4.819416,5.040574,4.782867,4.759098,4.79203,4.693004,4.754197,4.62558,4.894872,5.121549,4.684075,5.067071,4.984032,4.803344,4.885155,4.651045
PDCD2,5134,5.642996667,6.029891,6.007241,5.419040667,5.677125333,5.730011333,5.815960333,5.423215667,5.528418333,5.689397333,5.812271333,5.760026333,5.719125,5.554804,5.595304,5.600082667,5.589907333,5.540026333,5.638911333,5.559827333,5.482314,5.497727667,5.6069,5.538069,5.599694667,5.442848667,5.608918333,5.512672,5.502410667,5.597907667,5.551784333
PDCD4,27250,5.85942825,5.596124,6.0066245,6.1494865,5.9487935,6.02206575,6.02857075,5.907749,5.96209625,5.92844575,5.944606,6.033383,6.30890175,6.275895,6.30838975,6.02168275,6.17427625,6.0723525,6.388,6.1610595,6.12915675,6.3421965,6.3902155,6.310213,5.806871,6.5417335,6.14693925,5.7447945,6.28110475,5.8616655,6.2167395
PDCD4-AS1,282997,4.250573,4.318606,4.289854,4.188143,4.594251,4.44712,4.254839,4.41113,4.463146,4.60332,5.081676,4.036868,4.440012,4.319071,4.412759,4.587458,4.622548,4.462708,4.33322,4.558079,4.473271,4.286575,4.49226,4.897463,4.367926,4.108699,4.829015,4.637333,4.596971,4.817564,4.31622
PDCD5,9141,5.027975,5.083226,5.255464,5.324484,5.013385,4.945911,5.164571,4.990735,5.121733,4.84127,4.812798,5.551948,5.176918,5.097601,5.044498,5.141281,4.800748,5.104933,5.05637,5.222697,5.202545,5.458557,5.300293,5.364534,4.458329,4.787065,4.785002,4.771259,4.681095,4.442813,5.044498
PDCD6,10016,6.5588074,6.6620844,6.6389902,6.5544272,6.5347284,6.4359658,6.4395372,6.5428192,6.479986,6.7803322,6.5870598,6.4536306,6.3945606,6.5812322,6.4098294,6.4503012,6.6321372,6.6272236,6.7587826,6.7026292,6.3543736,6.446218,6.6257576,6.4369156,6.5226064,6.5021528,6.944762,6.8312504,6.5444498,6.7135244,6.541911
PDCD6IP,10015,8.076875,8.056142,7.770313,7.854973,7.919827,8.185051,7.975236,7.929841,7.911801,7.993121,7.317699,7.784276,8.014801,8.526583,8.030067,7.854741,7.938011,7.88476,7.515206,7.656487,7.508362,8.435953,7.919827,8.277842,7.746673,8.11351,7.004645,7.79269,7.762386,7.795194,8.744335
PDCL,5082,5.33777,5.2713915,5.1820955,5.283312,5.350448,5.3586495,5.3943775,5.19154,5.4429645,5.210636,5.548978,5.234699,5.643703,5.46273,5.5840085,5.3421095,5.4479525,5.382623,5.5484125,5.3886,5.3893155,5.6057625,5.486933,5.57501,5.5298935,5.354576,5.406174,5.3022555,5.6512215,5.349561,5.5399265
PDCL3,79031,6.566253,6.477762,6.290729,6.899127,6.853846,6.666346,6.571094,6.746418,6.661071,6.367272,6.571233,6.24198,6.678141,7.357959,7.252403,6.746857,6.936754,6.74864,6.933532,6.786871,6.620933,7.143362,7.321499,6.868577,6.636287,6.555292,6.956388,6.634625,6.926012,6.489155,6.877643
PDE10A,10846,4.428437,4.901001333,4.835644,4.526153333,4.586258667,4.622538667,4.786871333,4.586403333,4.495646,4.512151333,4.641732333,5.106559,4.750557,4.594218333,4.516755,4.545817667,4.455591667,4.592354,4.415775333,4.377131,4.363254333,4.413076333,4.439891667,4.419464667,4.487409,4.398040333,4.615109,4.423204,4.468801333,4.496937,4.512551333
PDE11A,50940,4.838347,4.809414,4.807322,4.721864,4.948575,4.725704,4.95671,5.001211,5.011714,5.167738,5.558246,4.672507,4.892156,4.87104,4.740891,5.121112,4.972207,5.054095,4.86934,4.955228,4.955228,4.955228,4.892482,4.955228,5.004033,4.938483,5.296606,4.955228,5.043865,5.652668,4.631153
PDE12,201626,3.844109,3.772216,3.783604,3.702178,3.972218,3.797478,3.841911,3.823316,3.815891,3.969862,4.020099,3.834226,3.807512,3.901504,3.835785,3.878087,3.886216,3.898169,3.799458,3.869366,3.824896,3.828371,3.78575,3.999073,4.068759,3.727271,4.363413,3.855786,3.975302,3.974065,3.805292
PDE1A,5136,5.693508,7.117053,6.960186,7.058626,5.164685,5.789715,7.019479,4.837319,5.392343,6.040932,6.00962,6.157286,5.428395,7.356464,5.694615,6.800545,6.481162,7.191159,5.928531,6.450709,5.468803,5.8444,5.291017,4.46661,5.188314,5.291829,5.974675,5.131358,5.159253,5.343469,7.007174
PDE1B,5153,6.818591,6.593377,6.693896,6.902171,6.758393,6.761287,6.516639,6.751524,6.775706,6.620494,7.307735,6.714229,6.952043,6.736532,6.635792,6.879638,7.087165,6.77756,6.779223,6.951571,6.587146,6.687807,6.739943,6.743698,6.692862,6.700189,7.257791,6.76852,6.964221,7.156745,6.510027
PDE1C,5137,6.288338,6.1027235,5.6458875,5.8708215,6.198772,6.3270245,6.2092815,6.398246,6.615546,6.3197725,6.412555,5.8894525,6.3303555,6.503091,6.2890025,6.260305,6.387444,6.1710305,6.130208,6.182594,6.1248295,6.130516,6.307623,6.6666295,6.5326395,5.93052,6.710986,6.084345,6.3809495,6.3992195,6.053963
PDE2A,5138,9.207724,9.648248,10.38876,9.681979,9.463387,9.283419,9.767249,9.091157,9.430613,9.403677,9.731255,9.861809,9.238075,9.182758,9.282001,9.423042,9.5003,9.690459,9.553922,9.728624,9.528163,8.935493,9.267753,8.713029,9.109993,8.610741,9.554934,9.350458,8.80351,9.312519,8.794994
PDE3A,5139,5.13663,5.2082395,5.3555795,5.007217,5.097179,5.1257275,5.228569,5.3334875,5.3160865,5.282526,5.8822865,4.950444,5.0766285,5.1309495,5.282464,5.2866485,5.3649715,5.1941165,5.327727,5.210597,5.2488505,5.0734695,5.3421085,5.268678,5.412168,5.205138,5.895476,5.5184705,5.403975,5.621331,5.154348
PDE3B,5140,4.734875,4.71215025,4.632892,4.676429,4.659185,4.83657625,4.72311225,4.8318975,4.79510575,4.7740405,5.02778175,4.70603275,4.78417275,4.64690325,4.654784,5.02905375,4.814951,4.7109195,4.808716,4.81164075,4.72962125,4.56219875,4.64716025,4.6605145,4.62002725,4.65478575,5.06363425,4.75910675,4.80511975,4.8725685,4.6832315
PDE4A,5141,6.06805325,5.77617175,5.8763645,6.4067265,5.79246925,6.10465775,5.9961325,5.75041525,6.05826175,5.7669605,6.25589325,5.967853,5.76002675,5.78101525,5.63570175,6.473238,6.06656125,6.24768275,6.1873825,6.41319025,6.009699,5.783973,6.043634,5.749744,5.64177,5.86361625,5.82407775,5.76944425,5.555226,5.740911,5.69986725
PDE4B,5142,6.49764925,5.82680475,5.609862,6.08538525,5.8760395,6.3933725,6.08292075,6.13171975,6.160633,5.806702,5.7435625,6.082167,6.4027795,6.26375625,6.20318925,5.942558,5.79162625,5.974575,6.04525,5.7046275,6.3733375,6.245662,6.30907175,6.35474625,5.76117125,6.281574,5.76472875,5.68838525,5.7952855,5.90873,6.26491225
PDE4C,5143,7.843588333,7.625126667,7.788562333,7.619353,7.906173333,7.619319667,7.494867667,7.929132667,7.939960667,7.956467667,8.492058,7.596780333,7.562780333,7.732268,7.982044,7.868081333,8.156689667,7.913373,8.165882,7.895015667,7.749373,7.718988667,7.95273,8.175463,8.233213,7.506863,8.545613,7.900353667,8.118494,8.009897333,7.535166333
PDE4D,5144,5.275456,5.17863525,5.3284415,5.333719,5.32263875,5.30839725,5.27216075,5.45639175,5.30678275,5.29895775,5.6885595,5.22789075,5.319348,5.127852,5.2292855,5.4373455,5.496601,5.23705,5.437564,5.21887525,5.23997275,5.20369175,5.28247375,5.185068,5.26674675,5.40466375,5.72440775,5.32754725,5.31964475,5.51465,5.07599575
PDE4DIP,9659,6.4058305,6.3719657,6.2313781,6.5774066,6.5376922,6.5264373,6.2584726,6.5004709,6.3567436,6.4124031,5.8738554,6.1941865,6.4531244,6.2649422,6.3128574,6.4998602,6.1445171,6.3579991,6.5451805,6.3903225,6.6245424,6.5829709,6.3436248,6.8721495,6.5138485,7.1085362,5.9094839,6.4698262,6.3826384,6.131141,6.3470046
PDE5A,8654,3.786908,3.83275,3.747109,3.664277,3.813736,3.800288,3.819683,3.82543,3.960004,3.899911,4.238624,3.731758,3.853546,3.84864,3.78812,3.790429,3.866727,3.819683,3.854518,3.707705,3.725395,3.657613,3.680978,3.90337,4.024926,3.553039,3.979588,3.717949,3.804421,3.849061,3.629158
PDE6A,5145,6.357698,6.382985,6.201073,5.948842,6.102503,6.541903,6.321799,6.322995,6.41107,6.496271,7.117966,6.036808,6.395476,6.140587,6.449874,6.444349,6.612494,6.578018,6.539936,6.399104,6.272149,6.24465,6.25683,6.399104,6.633421,6.10047,6.888672,6.376717,6.627342,6.589147,6.138642
PDE6B,5158,5.47363,5.546576,5.510126,5.593712,5.593351,5.450404,5.625001,5.770658,5.379801,5.588331,5.533861,5.727812,5.593351,6.12959,5.558469,5.559556,5.760047,5.657267,5.709862,5.593351,5.56153,5.593351,5.380842,5.589886,5.583884,5.32049,5.691185,5.571961,5.905704,5.532344,5.851489
PDE6C,5146,3.350965,3.315927,3.372996,3.33697,3.505945,3.309295,3.3023,3.616196,3.442973,3.514843,3.521194,3.353045,3.323557,3.337756,3.368874,3.42151,3.466368,3.358173,3.38884,3.414323,3.353392,3.394044,3.53922,3.367103,3.419793,3.332874,3.463586,3.397412,3.453054,3.743757,3.40056
PDE6D,5147,6.858834,7.0890195,6.439396,6.5945885,6.6731305,6.7898775,6.992259,6.602447,6.7708325,6.5897885,6.3191015,6.7791895,6.8969575,6.990909,6.9264525,6.517134,6.554606,6.7132165,6.525745,6.621949,6.7954335,7.1895735,6.6736925,6.650859,6.473821,6.701447,6.2206985,6.553454,6.469604,6.5524825,6.922299
PDE6G,5148,7.351009,7.239957,6.98454,6.870973,7.220279,7.274015,7.155604,7.3409,7.097524,7.524967,7.813322,7.02449,7.352942,6.898094,7.318501,7.327437,7.400763,7.216548,7.028052,7.118248,7.166073,7.108274,7.477458,7.14725,7.20544,6.899762,7.599632,7.49263,7.507483,7.642751,7.161063
PDE6H,5149,3.998514,3.969056,3.909357,3.769002,4.013998,3.947713,3.915423,4.163483,4.148251,3.906682,4.562521,3.84709,3.987037,3.780701,3.956723,4.035325,3.968464,3.79217,4.117978,4.010088,3.796677,3.968464,4.083447,3.927245,3.783746,3.73034,4.21906,3.949743,4.16115,4.239713,3.862264
PDE7B,27115,5.58891,5.536349,5.793004,5.29159,5.673174,5.508942,5.398614,5.766894,5.706124,5.876164,6.387557,5.490864,5.347831,5.703879,5.639639,5.847793,5.849491,5.555908,5.747588,5.660463,5.213598,5.48936,5.483108,5.990675,5.86945,5.657817,5.965241,5.64687,5.834582,5.954905,5.783787
PDE8A,5151,6.56337475,6.55236975,6.4487675,6.3514915,6.55732275,6.720817,6.4495805,6.573115,6.6385285,6.6204105,6.491541,6.47688525,6.5696935,7.0446235,6.768985,6.4785545,6.49228825,6.595342,6.48283275,6.4602435,6.381605,6.7301005,6.83941475,6.7029895,6.63502575,6.1941175,6.52780625,6.10323725,6.64358575,6.70651,6.8828805
PDE8B,8622,8.075013,7.665478,8.003528,8.399013,8.075013,7.818625,8.00783,7.88627,8.686549,8.452383,7.492411,8.286117,7.934449,7.529098,7.590236,7.409408,8.041877,8.077253,8.11742,8.363586,8.651363,8.10439,8.076216,8.101315,7.978667,8.420024,8.25099,9.124565,7.373383,8.179426,8.332431
PDE9A,5152,6.219318,6.159044,6.491653,6.120621,6.627803,6.440745,6.264658,6.260063,6.330838,6.389164,6.479279,6.072839,6.237381,6.428358,6.342834,6.345081,6.696908,6.693325,7.093081,6.318959,6.922677,6.489132,6.226923,6.74973,6.196312,6.60983,7.048198,6.389164,6.776226,6.194563,6.200014
PDGFA,5154,6.133778,5.546309,6.061728,6.1522955,6.267273,6.3773555,5.850481,6.241231,6.0753605,6.0252475,5.9238925,5.978523,5.8981165,6.5358245,6.0586355,6.142013,6.3515705,6.0095675,6.570807,6.0849555,5.7722335,6.0536,6.093556,5.9445885,6.0116775,6.2126825,6.495791,5.9180955,6.22707,6.2142965,6.444555
PDGFB,5155,5.5675185,5.640588,5.83841175,5.57715325,5.69924875,5.6755985,5.67647825,5.83069275,5.6301265,5.9280485,6.35840425,5.57727025,5.71004,5.7513505,5.6996815,5.82892025,5.94830725,5.80674575,5.902164,5.8093725,5.81037425,5.6551595,5.8954005,5.88652075,5.86650575,5.5746475,6.010513,5.82226425,5.95847325,5.83887,5.62844725
PDGFC,56034,7.397704,7.167331,7.300746,7.765183,7.016501,7.31211,7.25241,7.265919,7.412155,7.271292,6.762238,7.561337,7.342967,7.218806,7.660439,7.098294,6.972826,7.366338,7.480547,7.468724,7.710681,7.860257,7.226399,7.468408,7.1384,7.523266,6.702636,7.310158,7.383871,7.429744,6.870842
PDGFD,80310,6.231432,5.90276,5.578152,5.92574,5.59643,5.752261,5.773001,6.054569,5.941945,6.025876,6.052625,5.766644,5.879254,5.727249,5.984242,5.814112,5.704516,5.887388,5.895574,5.902263,5.752931,5.792424,5.715129,6.321019,5.892598,5.580464,6.277166,5.678802,5.768129,6.017433,5.75795
